PLZ,Bestimmungsort,OKZ,Ortschaft,GEMNR,GEMNAM
1010,Wien,17223,"Wien,Innere Stadt",90001,Wien
1020,Wien,17224,"Wien,Leopoldstadt",90001,Wien
1030,Wien,17225,"Wien,Landstraße",90001,Wien
1040,Wien,17226,"Wien,Wieden",90001,Wien
1050,Wien,17227,"Wien,Margareten",90001,Wien
1060,Wien,17228,"Wien,Mariahilf",90001,Wien
1070,Wien,17229,"Wien,Neubau",90001,Wien
1080,Wien,17230,"Wien,Josefstadt",90001,Wien
1090,Wien,17231,"Wien,Alsergrund",90001,Wien
1100,Wien,17232,"Wien,Favoriten",90001,Wien
1110,Wien,17233,"Wien,Simmering",90001,Wien
1120,Wien,17234,"Wien,Meidling",90001,Wien
1130,Wien,17235,"Wien,Hietzing",90001,Wien
1140,Mauerbach,6714,Mauerbach,31950,Mauerbach
1140,Purkersdorf,6722,Purkersdorf,31952,Purkersdorf
1140,Wien,17236,"Wien,Penzing",90001,Wien
1150,Wien,17237,"Wien,Rudolfsheim-Fünfhaus",90001,Wien
1160,Wien,17238,"Wien,Ottakring",90001,Wien
1170,Wien,17239,"Wien,Hernals",90001,Wien
1180,Wien,17240,"Wien,Währing",90001,Wien
1190,Wien,17241,"Wien,Döbling",90001,Wien
1200,Wien,17242,"Wien,Brigittenau",90001,Wien
1210,Langenzersdorf,4096,Langenzersdorf,31214,Langenzersdorf
1210,Wien,17243,"Wien,Floridsdorf",90001,Wien
1220,Wien,17244,"Wien,Donaustadt",90001,Wien
1230,Wien,17245,"Wien,Liesing",90001,Wien
1300,Wien Flughafen,6726,Mannswörth,30740,Schwechat
2000,Hausleiten,4090,Zissersdorf,31208,Hausleiten
2000,Sierndorf,4120,Oberolberndorf,31226,Sierndorf
2000,Stockerau,4112,Oberzögersdorf,31230,Stockerau
2000,Stockerau,4132,Stockerau,31230,Stockerau
2000,Stockerau,4133,Unterzögersdorf,31230,Stockerau
2002,Großmugl,4064,Füllersdorf,31204,Großmugl
2002,Großmugl,4065,Geitzendorf,31204,Großmugl
2002,Großmugl,4067,Großmugl,31204,Großmugl
2002,Großmugl,4068,Herzogbirbaum,31204,Großmugl
2002,Großmugl,4069,Nursch,31204,Großmugl
2002,Großmugl,4070,Ottendorf,31204,Großmugl
2002,Großmugl,4071,Ringendorf,31204,Großmugl
2002,Großmugl,4072,Roseldorf,31204,Großmugl
2002,Großmugl,4073,Steinabrunn,31204,Großmugl
2003,Leitzersdorf,4098,Leitzersdorf,31215,Leitzersdorf
2003,Leitzersdorf,4100,Wollmannsberg,31215,Leitzersdorf
2003,Niederhollabrunn,4107,Haselbach,31234,Niederhollabrunn
2003,Stockerau,4132,Stockerau,31230,Stockerau
2003,Wiesen,4099,Wiesen,31215,Leitzersdorf
2004,Niederhollabrunn,4105,Bruderndorf,31234,Niederhollabrunn
2004,Niederhollabrunn,4106,Niederfellabrunn,31234,Niederhollabrunn
2004,Niederhollabrunn,4108,Niederhollabrunn,31234,Niederhollabrunn
2004,Niederhollabrunn,4109,Streitdorf,31234,Niederhollabrunn
2011,Leitzersdorf,4097,Hatzenbach,31215,Leitzersdorf
2011,Sierndorf,4117,Höbersdorf,31226,Sierndorf
2011,Sierndorf,4118,Oberhautzental,31226,Sierndorf
2011,Sierndorf,4119,Obermallebarn,31226,Sierndorf
2011,Sierndorf,4121,Senning,31226,Sierndorf
2011,Sierndorf,4122,Sierndorf,31226,Sierndorf
2011,Sierndorf,4123,Unterhautzental,31226,Sierndorf
2011,Sierndorf,4124,Untermallebarn,31226,Sierndorf
2011,Sierndorf,4125,Unterparschenbrunn,31226,Sierndorf
2013,Göllersdorf,3746,Bergau,31008,Göllersdorf
2013,Göllersdorf,3751,Eitzersthal,31008,Göllersdorf
2013,Göllersdorf,3758,Göllersdorf,31008,Göllersdorf
2013,Göllersdorf,3759,Oberparschenbrunn,31008,Göllersdorf
2013,Göllersdorf,3760,Schönborn,31008,Göllersdorf
2013,Göllersdorf,3768,Furth,31008,Göllersdorf
2013,Göllersdorf,3769,Großstelzendorf,31008,Göllersdorf
2013,Göllersdorf,3816,Obergrub,31008,Göllersdorf
2013,Göllersdorf,3823,Porrau,31008,Göllersdorf
2013,Göllersdorf,3872,Untergrub,31008,Göllersdorf
2013,Göllersdorf,3873,Viendorf,31008,Göllersdorf
2013,Göllersdorf,3874,Wischathal,31008,Göllersdorf
2014,Breitenwaida,3747,Breitenwaida,31022,Hollabrunn
2014,Dietersdorf,3865,Dietersdorf,31022,Hollabrunn
2014,Kleedorf,3748,Kleedorf,31022,Hollabrunn
2014,Puch,3749,Puch,31022,Hollabrunn
2020,Aspersdorf,3745,Aspersdorf,31022,Hollabrunn
2020,Grabern,3761,Mittergrabern,31009,Grabern
2020,Grabern,3762,Obergrabern,31009,Grabern
2020,Grabern,3765,Windpassing,31009,Grabern
2020,Groß,3766,Groß,31022,Hollabrunn
2020,Hollabrunn,3756,Kleinstetteldorf,31022,Hollabrunn
2020,Hollabrunn,3793,Hollabrunn,31022,Hollabrunn
2020,Kleinstelzendorf,3798,Kleinstelzendorf,31022,Hollabrunn
2020,Magersdorf,3794,Magersdorf,31022,Hollabrunn
2020,Mariathal,3795,Mariathal,31022,Hollabrunn
2020,Oberfellabrunn,3815,Oberfellabrunn,31022,Hollabrunn
2020,Raschala,3796,Raschala,31022,Hollabrunn
2020,Schöngrabern,3764,Schöngrabern,31009,Grabern
2020,Sonnberg,3866,Sonnberg,31022,Hollabrunn
2020,Suttenbrunn,3868,Suttenbrunn,31022,Hollabrunn
2020,Wieselsfeld,3797,Wieselsfeld,31022,Hollabrunn
2020,Wolfsbrunn,3867,Wolfsbrunn,31022,Hollabrunn
2022,Immendorf,3877,Immendorf,31051,Wullersdorf
2022,Wullersdorf,3881,Schalladorf,31051,Wullersdorf
2023,Nappersdorf-Kammersdorf,3809,Haslach,31028,Nappersdorf-Kammersdorf
2023,Nappersdorf-Kammersdorf,3812,Kleinweikersdorf,31028,Nappersdorf-Kammersdorf
2023,Nappersdorf-Kammersdorf,3813,Nappersdorf,31028,Nappersdorf-Kammersdorf
2023,Wullersdorf,3880,Oberstinkenbrunn,31051,Wullersdorf
2024,Mailberg,3800,Mailberg,31025,Mailberg
2031,Altenmarkt im Thale,3752,Altenmarkt im Thale,31022,Hollabrunn
2031,Eggendorf im Thale,3753,Eggendorf im Thale,31022,Hollabrunn
2031,Weyerburg,3757,Weyerburg,31022,Hollabrunn
2032,Gnadendorf,5033,Oedenkirchenwald,31613,Gnadendorf
2032,Großmugl,4066,Glaswein,31204,Großmugl
2032,Hollabrunn,3754,Enzersdorf im Thale,31022,Hollabrunn
2032,Hollabrunn,3755,Kleinkadolz,31022,Hollabrunn
2033,Nappersdorf-Kammersdorf,3808,Dürnleis,31028,Nappersdorf-Kammersdorf
2033,Nappersdorf-Kammersdorf,3810,Kammersdorf,31028,Nappersdorf-Kammersdorf
2033,Nappersdorf-Kammersdorf,3811,Kleinsierndorf,31028,Nappersdorf-Kammersdorf
2034,Großharras,5042,Diepolz,31616,Großharras
2034,Großharras,5043,Großharras,31616,Großharras
2041,Wullersdorf,3777,Aschendorf,31051,Wullersdorf
2041,Wullersdorf,3778,Hart,31051,Wullersdorf
2041,Wullersdorf,3875,Grund,31051,Wullersdorf
2041,Wullersdorf,3876,Hetzmannsdorf,31051,Wullersdorf
2041,Wullersdorf,3879,Maria Roggendorf,31051,Wullersdorf
2041,Wullersdorf,3882,Wullersdorf,31051,Wullersdorf
2042,Grabern,3763,Ober-Steinabrunn,31009,Grabern
2042,Guntersdorf,3771,Großnondorf,31014,Guntersdorf
2042,Guntersdorf,3772,Guntersdorf,31014,Guntersdorf
2042,Wullersdorf,3875,Grund,31051,Wullersdorf
2042,Wullersdorf,3878,Kalladorf,31051,Wullersdorf
2051,Zellerndorf,3883,Deinzendorf,31052,Zellerndorf
2051,Zellerndorf,3884,Dietmannsdorf,31052,Zellerndorf
2051,Zellerndorf,3886,Platt,31052,Zellerndorf
2051,Zellerndorf,3887,Watzelsdorf,31052,Zellerndorf
2051,Zellerndorf,3888,Zellerndorf,31052,Zellerndorf
2052,Pernersdorf,3818,Karlsdorf,31033,Pernersdorf
2052,Pernersdorf,3820,Pernersdorf,31033,Pernersdorf
2052,Pernersdorf,3821,Pfaffendorf,31033,Pernersdorf
2053,Haugsdorf,3781,Jetzelsdorf,31018,Haugsdorf
2053,Pernersdorf,3819,Peigarten,31033,Pernersdorf
2053,Pernersdorf,3822,Ragelsdorf,31033,Pernersdorf
2054,Alberndorf im Pulkautal,3744,Alberndorf im Pulkautal,31001,Alberndorf im Pulkautal
2054,Haugsdorf,3779,Auggenthal,31018,Haugsdorf
2054,Haugsdorf,3780,Haugsdorf,31018,Haugsdorf
2054,Haugsdorf,3782,Kleinhaugsdorf,31018,Haugsdorf
2054,Unterretzbach,3844,Unterretzbach,31038,Retzbach
2061,Hadres,3773,Hadres,31015,Hadres
2061,Hadres,3774,Obritz,31015,Hadres
2061,Hadres,3775,Untermarkersdorf,31015,Hadres
2062,Seefeld-Kadolz,3855,Großkadolz,31042,Seefeld-Kadolz
2062,Seefeld-Kadolz,3856,Seefeld,31042,Seefeld-Kadolz
2063,Großharras,5044,Zwingendorf,31616,Großharras
2064,Laa an der Thaya,5139,Wulzeshofen,31629,Laa an der Thaya
2070,Mitterretzbach,3842,Mitterretzbach,31038,Retzbach
2070,Oberretzbach,3843,Oberretzbach,31038,Retzbach
2070,Retz,3839,Obernalb,31037,Retz
2070,Retz,3840,Retz,31037,Retz
2070,Retz,3841,Unternalb,31037,Retz
2073,Schrattenthal,3852,Obermarkersdorf,31041,Schrattenthal
2073,Schrattenthal,3853,Schrattenthal,31041,Schrattenthal
2073,Schrattenthal,3854,Waitzendorf,31041,Schrattenthal
2073,Zellerndorf,3885,Pillersdorf,31052,Zellerndorf
2074,Retz,3837,Kleinhöflein,31037,Retz
2074,Retz,3838,Kleinriedenthal,31037,Retz
2074,Unterretzbach,3844,Unterretzbach,31038,Retzbach
2081,Niederfladnitz,3814,Niederfladnitz,31016,Hardegg
2081,Retz,3786,Hofern,31037,Retz
2081,Weitersfeld,4041,Oberfladnitz,31129,Weitersfeld
2082,Hardegg,3776,Hardegg,31016,Hardegg
2082,Hardegg,3807,Merkersdorf,31016,Hardegg
2083,Hardegg,3846,Heufurth,31016,Hardegg
2083,Hardegg,3848,Pleißing,31016,Hardegg
2083,Hardegg,3850,Waschbach,31016,Hardegg
2084,Weitersfeld,4040,Fronsburg,31129,Weitersfeld
2084,Weitersfeld,4043,Obermixnitz,31129,Weitersfeld
2084,Weitersfeld,4044,Prutzendorf,31129,Weitersfeld
2084,Weitersfeld,4045,Rassingdorf,31129,Weitersfeld
2084,Weitersfeld,4046,Starrein,31129,Weitersfeld
2084,Weitersfeld,4047,Untermixnitz,31129,Weitersfeld
2084,Weitersfeld,4048,Weitersfeld,31129,Weitersfeld
2091,Langau,3984,Hessendorf,31113,Langau
2091,Langau,3985,Langau,31113,Langau
2091,Weitersfeld,4042,Oberhöflein,31129,Weitersfeld
2092,Hardegg,3845,Felling,31016,Hardegg
2092,Hardegg,3847,Mallersbach,31016,Hardegg
2092,Hardegg,3849,Riegersburg,31016,Hardegg
2093,Geras,3951,Fugnitz,31107,Geras
2093,Geras,3952,Geras,31107,Geras
2093,Geras,3953,Goggitsch,31107,Geras
2093,Geras,3956,Kottaun,31107,Geras
2093,Geras,3957,Pfaffenreith,31107,Geras
2093,Geras,3961,Trautmannsdorf,31107,Geras
2094,Drosendorf-Zissersdorf,3927,Pingendorf,31104,Drosendorf-Zissersdorf
2094,Drosendorf-Zissersdorf,3930,Wollmersdorf,31104,Drosendorf-Zissersdorf
2094,Drosendorf-Zissersdorf,3931,Zettlitz,31104,Drosendorf-Zissersdorf
2094,Drosendorf-Zissersdorf,3932,Zissersdorf,31104,Drosendorf-Zissersdorf
2094,Geras,3960,Sieghartsreith,31107,Geras
2094,Raabs an der Thaya,6465,Eibenstein,32216,Raabs an der Thaya
2094,Raabs an der Thaya,6491,Unterpfaffendorf,32216,Raabs an der Thaya
2095,Drosendorf-Zissersdorf,3921,Autendorf,31104,Drosendorf-Zissersdorf
2095,Drosendorf-Zissersdorf,3922,Drosendorf Altstadt,31104,Drosendorf-Zissersdorf
2095,Drosendorf-Zissersdorf,3923,Drosendorf Stadt,31104,Drosendorf-Zissersdorf
2095,Drosendorf-Zissersdorf,3924,Elsern,31104,Drosendorf-Zissersdorf
2095,Drosendorf-Zissersdorf,3925,Heinrichsreith,31104,Drosendorf-Zissersdorf
2095,Drosendorf-Zissersdorf,3926,Oberthürnau,31104,Drosendorf-Zissersdorf
2095,Drosendorf-Zissersdorf,3928,Unterthürnau,31104,Drosendorf-Zissersdorf
2095,Drosendorf-Zissersdorf,3929,Wolfsbach,31104,Drosendorf-Zissersdorf
2095,Raabs an der Thaya,6481,Primmersdorf,32216,Raabs an der Thaya
2095,Raabs an der Thaya,6489,Trabersdorf,32216,Raabs an der Thaya
2100,Bisamberg,4049,Bisamberg,31201,Bisamberg
2100,Korneuburg,4095,Korneuburg,31213,Korneuburg
2100,Langenzersdorf,4096,Langenzersdorf,31214,Langenzersdorf
2100,Leobendorf,4101,Leobendorf,31216,Leobendorf
2100,Leobendorf,4134,Tresdorf,31216,Leobendorf
2100,Stetten,4131,Stetten,31229,Stetten
2102,Bisamberg,4049,Bisamberg,31201,Bisamberg
2102,Flandorf,4078,Flandorf,31206,Hagenbrunn
2102,Hagenbrunn,4079,Hagenbrunn,31206,Hagenbrunn
2102,Klein-Engersdorf,4050,Klein-Engersdorf,31201,Bisamberg
2102,Langenzersdorf,4096,Langenzersdorf,31214,Langenzersdorf
2103,Langenzersdorf,4096,Langenzersdorf,31214,Langenzersdorf
2104,Spillern,4126,Spillern,31227,Spillern
2105,Leitzersdorf,4094,Kleinwilfersdorf,31215,Leitzersdorf
2105,Leobendorf,4101,Leobendorf,31216,Leobendorf
2105,Oberrohrbach,4111,Oberrohrbach,31216,Leobendorf
2105,Unterrohrbach,4102,Unterrohrbach,31216,Leobendorf
2111,Harmannsdorf,4080,Harmannsdorf,31207,Harmannsdorf
2111,Kleinrötz,4093,Kleinrötz,31207,Harmannsdorf
2111,Leobendorf,4134,Tresdorf,31216,Leobendorf
2111,Mollmannsdorf,4104,Mollmannsdorf,31207,Harmannsdorf
2111,Obergänserndorf,4110,Obergänserndorf,31207,Harmannsdorf
2111,Rückersdorf,4081,Rückersdorf,31207,Harmannsdorf
2111,Seebarn,4116,Seebarn,31207,Harmannsdorf
2112,Harmannsdorf,4091,Hetzmannsdorf,31207,Harmannsdorf
2112,Harmannsdorf,4136,Lerchenau,31207,Harmannsdorf
2112,Harmannsdorf,4137,Würnitz,31207,Harmannsdorf
2112,Kreuttal,5062,Ritzendorf,31627,Kreuttal
2113,Ernstbrunn,4058,Lachsfeld,31203,Ernstbrunn
2113,Ernstbrunn,4060,Naglern,31203,Ernstbrunn
2113,Karnabrunn,4092,Karnabrunn,31205,Großrußbach
2113,Wetzleinsdorf,4135,Wetzleinsdorf,31205,Großrußbach
2114,Großrußbach,4074,Großrußbach,31205,Großrußbach
2114,Hipples,4075,Hipples,31205,Großrußbach
2114,Kleinebersdorf,4076,Kleinebersdorf,31205,Großrußbach
2114,Kreuttal,5061,Hornsburg,31627,Kreuttal
2114,Weinsteig,4077,Weinsteig,31205,Großrußbach
2115,Ernstbrunn,4054,Dörfles,31203,Ernstbrunn
2115,Ernstbrunn,4055,Ernstbrunn,31203,Ernstbrunn
2115,Ernstbrunn,4056,Gebmanns,31203,Ernstbrunn
2115,Ernstbrunn,4059,Merkersdorf,31203,Ernstbrunn
2115,Ernstbrunn,4061,Simonsfeld,31203,Ernstbrunn
2115,Ernstbrunn,4062,Steinbach,31203,Ernstbrunn
2115,Ernstbrunn,4063,Thomasl,31203,Ernstbrunn
2115,Ernstbrunn,4103,Maisbirbaum,31203,Ernstbrunn
2115,Niederleis,5088,Helfens,31636,Niederleis
2115,Niederleis,5089,Kleinsitzendorf,31636,Niederleis
2116,Ernstbrunn,4053,Au,31203,Ernstbrunn
2116,Ernstbrunn,4057,Klement,31203,Ernstbrunn
2116,Niederleis,5090,Niederleis,31636,Niederleis
2116,Niederleis,5091,Nodendorf,31636,Niederleis
2120,Obersdorf,5092,Obersdorf,31655,Wolkersdorf im Weinviertel
2120,Wolkersdorf im Weinviertel,5138,Wolkersdorf im Weinviertel,31655,Wolkersdorf im Weinviertel
2122,Münichsthal,5135,Münichsthal,31655,Wolkersdorf im Weinviertel
2122,Pfösing,5136,Pfösing,31655,Wolkersdorf im Weinviertel
2122,Riedenthal,5137,Riedenthal,31655,Wolkersdorf im Weinviertel
2122,Ulrichskirchen-Schleinbach,5127,Ulrichskirchen,31651,Ulrichskirchen-Schleinbach
2123,Hautzendorf,5060,Hautzendorf,31627,Kreuttal
2123,Kronberg,5125,Kronberg,31651,Ulrichskirchen-Schleinbach
2123,Schleinbach,5126,Schleinbach,31651,Ulrichskirchen-Schleinbach
2123,Traunfeld,5054,Traunfeld,31622,Hochleithen
2123,Unterolberndorf,5063,Unterolberndorf,31627,Kreuttal
2123,Wolfpassing a.d.Hochleithen,5055,Wolfpassing an der Hochleithen,31622,Hochleithen
2124,Kreuzstetten,5065,Oberkreuzstetten,31628,Kreuzstetten
2124,Niederkreuzstetten,5064,Niederkreuzstetten,31628,Kreuzstetten
2125,Hochleithen,5053,Bogenneusiedl,31622,Hochleithen
2125,Kreuzstetten,5066,Streifing,31628,Kreuzstetten
2125,Ladendorf,5076,Neubau,31630,Ladendorf
2125,Niederkreuzstetten,5064,Niederkreuzstetten,31628,Kreuzstetten
2126,Ladendorf,5071,Eggersdorf,31630,Ladendorf
2126,Ladendorf,5072,Garmanns,31630,Ladendorf
2126,Ladendorf,5073,Grafensulz,31630,Ladendorf
2126,Ladendorf,5074,Herrnleis,31630,Ladendorf
2126,Ladendorf,5075,Ladendorf,31630,Ladendorf
2126,Ladendorf,5077,Pürstendorf,31630,Ladendorf
2130,Eibesthal,5017,Eibesthal,31633,Mistelbach
2130,Mistelbach,5057,Hörersdorf,31633,Mistelbach
2130,Mistelbach,5058,Hüttendorf,31633,Mistelbach
2130,Mistelbach,5080,Ebendorf,31633,Mistelbach
2130,Mistelbach,5081,Lanzendorf,31633,Mistelbach
2130,Mistelbach,5082,Mistelbach,31633,Mistelbach
2130,Mistelbach,5095,Paasdorf,31633,Mistelbach
2130,Mistelbach,5111,Siebenhirten,31633,Mistelbach
2130,Wilfersdorf,5133,Hobersdorf,31654,Wilfersdorf
2132,Mistelbach,5024,Frättingsdorf,31633,Mistelbach
2132,Mistelbach,5057,Hörersdorf,31633,Mistelbach
2133,Fallbach,5019,Fallbach,31609,Fallbach
2133,Fallbach,5020,Friebritz,31609,Fallbach
2133,Fallbach,5021,Hagenberg,31609,Fallbach
2133,Fallbach,5022,Hagendorf,31609,Fallbach
2133,Fallbach,5023,Loosdorf,31609,Fallbach
2133,Laa an der Thaya,5070,Ungerndorf,31629,Laa an der Thaya
2134,Staatz,5113,Enzersdorf bei Staatz,31649,Staatz
2134,Staatz,5114,Ernsdorf bei Staatz,31649,Staatz
2134,Staatz,5116,Staatz,31649,Staatz
2134,Staatz,5117,Waltersdorf bei Staatz,31649,Staatz
2134,Staatz,5118,Wultendorf,31649,Staatz
2134,Staatz-Kautendorf,17663,Staatz-Kautendorf,31649,Staatz
2135,Laa an der Thaya,5067,Kottingneusiedl,31629,Laa an der Thaya
2135,Neudorf im Weinviertel,5083,Kirchstetten,31634,Neudorf im Weinviertel
2135,Neudorf im Weinviertel,5084,Neudorf bei Staatz,31634,Neudorf im Weinviertel
2135,Neudorf im Weinviertel,5086,Zlabern,31634,Neudorf im Weinviertel
2135,Poysdorf,5004,Altruppersdorf,31644,Poysdorf
2136,Laa an der Thaya,5050,Hanfthal,31629,Laa an der Thaya
2136,Laa an der Thaya,5068,Laa an der Thaya,31629,Laa an der Thaya
2136,Laa an der Thaya,5069,Ruhhof,31629,Laa an der Thaya
2136,Laa an der Thaya,5139,Wulzeshofen,31629,Laa an der Thaya
2136,Neudorf im Weinviertel,5085,Rothenseehof,31634,Neudorf im Weinviertel
2141,Ameis,5112,Ameis,31649,Staatz
2141,Poysdorf,5100,Föllim,31644,Poysdorf
2143,Großkrut,5045,Althöflein,31617,Großkrut
2143,Großkrut,5046,Ginzersdorf,31617,Großkrut
2143,Großkrut,5047,Großkrut,31617,Großkrut
2143,Großkrut,5048,Harrersdorf,31617,Großkrut
2144,Altlichtenwarth,5003,Altlichtenwarth,31601,Altlichtenwarth
2145,Hausbrunn,5051,Hausbrunn,31620,Hausbrunn
2151,Asparn an der Zaya,5005,Altmanns,31603,Asparn an der Zaya
2151,Asparn an der Zaya,5006,Asparn an der Zaya,31603,Asparn an der Zaya
2151,Asparn an der Zaya,5007,Schletz,31603,Asparn an der Zaya
2151,Asparn an der Zaya,5079,Michelstetten,31603,Asparn an der Zaya
2151,Asparn an der Zaya,5093,Olgersdorf,31603,Asparn an der Zaya
2152,Gnadendorf,5031,Eichenbrunn,31613,Gnadendorf
2152,Gnadendorf,5032,Gnadendorf,31613,Gnadendorf
2152,Gnadendorf,5034,Pyhra,31613,Gnadendorf
2152,Gnadendorf,5035,Röhrabrunn,31613,Gnadendorf
2152,Gnadendorf,5036,Wenzersdorf,31613,Gnadendorf
2152,Gnadendorf,5037,Zwentendorf,31613,Gnadendorf
2153,Stronsdorf,5119,Oberschoderlee,31650,Stronsdorf
2153,Stronsdorf,5120,Patzenthal,31650,Stronsdorf
2153,Stronsdorf,5121,Patzmannsdorf,31650,Stronsdorf
2153,Stronsdorf,5122,Stronegg,31650,Stronsdorf
2153,Stronsdorf,5123,Stronsdorf,31650,Stronsdorf
2153,Stronsdorf,5124,Unterschoderlee,31650,Stronsdorf
2154,Gaubitsch,5025,Altenmarkt,31611,Gaubitsch
2154,Gaubitsch,5026,Gaubitsch,31611,Gaubitsch
2154,Gaubitsch,5027,Kleinbaumgarten,31611,Gaubitsch
2154,Unterstinkenbrunn,5128,Unterstinkenbrunn,31652,Unterstinkenbrunn
2161,Poysbrunn,5103,Poysbrunn,31644,Poysdorf
2162,Falkenstein,5018,Falkenstein,31608,Falkenstein
2163,Ottenthal,5049,Guttenbrunn,31658,Ottenthal
2163,Ottenthal,5094,Ottenthal,31658,Ottenthal
2163,Wildendürnbach,5098,Pottenhofen,31653,Wildendürnbach
2164,Wildendürnbach,5087,Neuruppersdorf,31653,Wildendürnbach
2164,Wildendürnbach,5129,Alt-Prerau,31653,Wildendürnbach
2164,Wildendürnbach,5130,Wildendürnbach,31653,Wildendürnbach
2165,Drasenhofen,5012,Drasenhofen,31606,Drasenhofen
2165,Drasenhofen,5014,Kleinschweinbarth,31606,Drasenhofen
2165,Drasenhofen,5015,Steinebrunn,31606,Drasenhofen
2165,Drasenhofen,5016,Stützenhofen,31606,Drasenhofen
2170,Kleinhadersdorf,5102,Kleinhadersdorf,31644,Poysdorf
2170,Poysdorf,5101,Ketzelsdorf,31644,Poysdorf
2170,Poysdorf,5104,Poysdorf,31644,Poysdorf
2170,Poysdorf,5105,Walterskirchen,31644,Poysdorf
2170,Poysdorf,5106,Wetzelsdorf,31644,Poysdorf
2170,Poysdorf,5107,Wilhelmsdorf,31644,Poysdorf
2171,Herrnbaumgarten,5052,Herrnbaumgarten,31621,Herrnbaumgarten
2172,Schrattenberg,5109,Schrattenberg,31646,Schrattenberg
2181,Palterndorf-Dobermannsdorf,3490,Dobermannsdorf,30845,Palterndorf-Dobermannsdorf
2182,Palterndorf-Dobermannsdorf,3550,Palterndorf,30845,Palterndorf-Dobermannsdorf
2183,Neusiedl an der Zaya,3545,Neusiedl an der Zaya,30841,Neusiedl an der Zaya
2183,Neusiedl an der Zaya,3546,St. Ulrich,30841,Neusiedl an der Zaya
2184,Hauskirchen,3520,Hauskirchen,30826,Hauskirchen
2185,Prinzendorf an der Zaya,3521,Prinzendorf an der Zaya,30826,Hauskirchen
2185,Rannersdorf an der Zaya,3522,Rannersdorf an der Zaya,30826,Hauskirchen
2185,Wilfersdorf,5132,Ebersdorf an der Zaya,31654,Wilfersdorf
2191,Gaweinstal,5028,Atzelsdorf,31612,Gaweinstal
2191,Gaweinstal,5029,Gaweinstal,31612,Gaweinstal
2191,Gaweinstal,5056,Höbersbrunn,31612,Gaweinstal
2191,Gaweinstal,5096,Pellendorf,31612,Gaweinstal
2191,Gaweinstal,5110,Schrick,31612,Gaweinstal
2192,Mistelbach,5059,Kettlasbrunn,31633,Mistelbach
2193,Poysdorf,5099,Erdberg,31644,Poysdorf
2193,Wilfersdorf,5131,Bullendorf,31654,Wilfersdorf
2193,Wilfersdorf,5133,Hobersdorf,31654,Wilfersdorf
2193,Wilfersdorf,5134,Wilfersdorf,31654,Wilfersdorf
2201,Gerasdorf,6697,Gerasdorf,31235,Gerasdorf bei Wien
2201,Hagenbrunn,4079,Hagenbrunn,31206,Hagenbrunn
2201,Seyring,6729,Seyring,31235,Gerasdorf bei Wien
2202,Enzersfeld,4051,Enzersfeld im Weinviertel,31202,Enzersfeld im Weinviertel
2202,Enzersfeld,4052,Königsbrunn im Weinviertel,31202,Enzersfeld im Weinviertel
2202,Hagenbrunn,4079,Hagenbrunn,31206,Hagenbrunn
2203,Eibesbrunn,5038,Eibesbrunn,31614,Großebersdorf
2203,Großebersdorf,5039,Großebersdorf,31614,Großebersdorf
2203,Manhartsbrunn,5078,Manhartsbrunn,31614,Großebersdorf
2203,Putzing,5040,Putzing,31614,Großebersdorf
2211,Pillichsdorf,5097,Pillichsdorf,31642,Pillichsdorf
2212,Groß-Engersdorf,5041,Großengersdorf,31615,Großengersdorf
2213,Bockfließ,5011,Bockfließ,31605,Bockfließ
2214,Auersthal,3483,Auersthal,30804,Auersthal
2215,Matzen-Raggendorf,3542,Raggendorf,30838,Matzen-Raggendorf
2221,Groß-Schweinbarth,3516,Groß-Schweinbarth,30824,Groß-Schweinbarth
2222,Bad Pirawarth,3484,Bad Pirawarth,30805,Bad Pirawarth
2222,Bad Pirawarth,3485,Kollnbrunn,30805,Bad Pirawarth
2223,Gaweinstal,5030,Martinsdorf,31612,Gaweinstal
2223,Hohenruppersdorf,3524,Hohenruppersdorf,30828,Hohenruppersdorf
2223,Matzen-Raggendorf,3540,Klein-Harras,30838,Matzen-Raggendorf
2224,Sulz im Weinviertel,3505,Erdpreß,30857,Sulz im Weinviertel
2224,Sulz im Weinviertel,3567,Nexing,30857,Sulz im Weinviertel
2224,Sulz im Weinviertel,3568,Niedersulz,30857,Sulz im Weinviertel
2224,Sulz im Weinviertel,3569,Obersulz,30857,Sulz im Weinviertel
2225,Zistersdorf,3487,Blumenthal,30863,Zistersdorf
2225,Zistersdorf,3508,Gaiselberg,30863,Zistersdorf
2225,Zistersdorf,3510,Gösting,30863,Zistersdorf
2225,Zistersdorf,3515,Großinzersdorf,30863,Zistersdorf
2225,Zistersdorf,3530,Loidesthal,30863,Zistersdorf
2225,Zistersdorf,3543,Maustrenk,30863,Zistersdorf
2225,Zistersdorf,3577,Windisch Baumgarten,30863,Zistersdorf
2225,Zistersdorf,3579,Eichhorn,30863,Zistersdorf
2225,Zistersdorf,3580,Zistersdorf,30863,Zistersdorf
2230,Gänserndorf,3507,Gänserndorf,30817,Gänserndorf
2231,Bockfließ,5011,Bockfließ,31605,Bockfließ
2231,Strasshof an der Nordbahn,3566,Strasshof an der Nordbahn,30856,Strasshof an der Nordbahn
2232,Aderklaa,3479,Aderklaa,30801,Aderklaa
2232,Deutsch-Wagram,3488,Deutsch-Wagram,30808,Deutsch-Wagram
2232,Parbasdorf,3551,Parbasdorf,30846,Parbasdorf
